/home/adam/Pictures/vat/201801/vat/2200171320_06839766_20180106_611192.jpg,402,129,835,196,code
/home/adam/Pictures/vat/201801/vat/2200171320_06839766_20180106_611192.jpg,396,285,969,326,check_code
/home/adam/Pictures/vat/201801/vat/2200171320_06839766_20180106_611192.jpg,513,351,1549,626,buyer
/home/adam/Pictures/vat/201801/vat/2200171320_06839766_20180106_611192.jpg,1915,118,2195,187,number
/home/adam/Pictures/vat/201801/vat/2200171320_06839766_20180106_611192.jpg,2133,255,2438,304,date
/home/adam/Pictures/vat/201801/vat/2200171320_06839766_20180106_611192.jpg,1733,626,2062,1064,amount_without_tax
/home/adam/Pictures/vat/201801/vat/2200171320_06839766_20180106_611192.jpg,2044,623,2217,1065,tax_rate
/home/adam/Pictures/vat/201801/vat/2200171320_06839766_20180106_611192.jpg,2221,624,2525,1064,tax_amount
/home/adam/Pictures/vat/201801/vat/2200171320_06839766_20180106_611192.jpg,1669,1050,2527,1213,amount_with_tax
/home/adam/Pictures/vat/201801/vat/2200171320_06839766_20180106_611192.jpg,506,1230,1547,1485,seller
/home/adam/Pictures/vat/201801/vat/2200171320_06839766_20180106_611192.jpg,117,620,742,1090,goods
/home/adam/Pictures/vat/201801/vat/1300171320_13653046_20180118_259813.jpg,396,115,823,179,code
/home/adam/Pictures/vat/201801/vat/1300171320_13653046_20180118_259813.jpg,378,290,950,332,check_code
/home/adam/Pictures/vat/201801/vat/1300171320_13653046_20180118_259813.jpg,498,332,1544,604,buyer
/home/adam/Pictures/vat/201801/vat/1300171320_13653046_20180118_259813.jpg,1909,111,2188,181,number
/home/adam/Pictures/vat/201801/vat/1300171320_13653046_20180118_259813.jpg,2115,240,2423,285,date
/home/adam/Pictures/vat/201801/vat/1300171320_13653046_20180118_259813.jpg,1657,1008,2519,1199,amount_with_tax
/home/adam/Pictures/vat/201801/vat/1300171320_13653046_20180118_259813.jpg,504,1211,1538,1469,seller
/home/adam/Pictures/vat/201801/vat/1300171320_13653046_20180118_259813.jpg,108,598,732,810,goods
/home/adam/Pictures/vat/201801/vat/1300171320_13653046_20180118_259813.jpg,2034,603,2207,797,tax_rate
/home/adam/Pictures/vat/201801/vat/1300171320_13653046_20180118_259813.jpg,2210,604,2521,796,tax_amount
/home/adam/Pictures/vat/201801/vat/1300171320_13653046_20180118_259813.jpg,1709,602,2053,798,amount_without_tax
/home/adam/Pictures/vat/201801/vat/4400172350_03258472_20171221_536254.jpg,428,119,854,181,code
/home/adam/Pictures/vat/201801/vat/4400172350_03258472_20171221_536254.jpg,127,601,759,736,goods
/home/adam/Pictures/vat/201801/vat/4400172350_03258472_20171221_536254.jpg,526,334,1570,608,buyer
/home/adam/Pictures/vat/201801/vat/4400172350_03258472_20171221_536254.jpg,1950,123,2228,186,number
/home/adam/Pictures/vat/201801/vat/4400172350_03258472_20171221_536254.jpg,2157,249,2471,291,date
/home/adam/Pictures/vat/201801/vat/4400172350_03258472_20171221_536254.jpg,1736,604,2083,745,amount_without_tax
/home/adam/Pictures/vat/201801/vat/4400172350_03258472_20171221_536254.jpg,2065,604,2239,745,tax_rate
/home/adam/Pictures/vat/201801/vat/4400172350_03258472_20171221_536254.jpg,2242,605,2548,745,tax_amount
/home/adam/Pictures/vat/201801/vat/4400172350_03258472_20171221_536254.jpg,1687,1018,2548,1191,amount_with_tax
/home/adam/Pictures/vat/201801/vat/4400172350_03258472_20171221_536254.jpg,1602,1228,2236,1269,check_code
/home/adam/Pictures/vat/201801/vat/4400172350_03258472_20171221_536254.jpg,523,1212,1566,1470,seller
/home/adam/Pictures/vat/201801/vat/3200173320_13025154_20180108_980272.jpg,417,116,847,180,code
/home/adam/Pictures/vat/201801/vat/3200173320_13025154_20180108_980272.jpg,418,288,991,327,check_code
/home/adam/Pictures/vat/201801/vat/3200173320_13025154_20180108_980272.jpg,134,601,755,774,goods
/home/adam/Pictures/vat/201801/vat/3200173320_13025154_20180108_980272.jpg,529,332,1563,605,buyer
/home/adam/Pictures/vat/201801/vat/3200173320_13025154_20180108_980272.jpg,1931,115,2216,184,number
/home/adam/Pictures/vat/201801/vat/3200173320_13025154_20180108_980272.jpg,2154,249,2460,293,date
/home/adam/Pictures/vat/201801/vat/3200173320_13025154_20180108_980272.jpg,1727,601,2077,770,amount_without_tax
/home/adam/Pictures/vat/201801/vat/3200173320_13025154_20180108_980272.jpg,2056,602,2214,771,tax_rate
/home/adam/Pictures/vat/201801/vat/3200173320_13025154_20180108_980272.jpg,2221,601,2540,773,tax_amount
/home/adam/Pictures/vat/201801/vat/3200173320_13025154_20180108_980272.jpg,1681,1017,2539,1190,amount_with_tax
/home/adam/Pictures/vat/201801/vat/3200173320_13025154_20180108_980272.jpg,520,1211,1560,1470,seller
/home/adam/Pictures/vat/201801/vat/3700171320_22565844_20171226_531256.jpg,397,119,825,185,code
/home/adam/Pictures/vat/201801/vat/3700171320_22565844_20171226_531256.jpg,426,299,999,340,check_code
/home/adam/Pictures/vat/201801/vat/3700171320_22565844_20171226_531256.jpg,112,602,733,783,goods
/home/adam/Pictures/vat/201801/vat/3700171320_22565844_20171226_531256.jpg,518,338,1539,609,buyer
/home/adam/Pictures/vat/201801/vat/3700171320_22565844_20171226_531256.jpg,1914,127,2192,195,number
/home/adam/Pictures/vat/201801/vat/3700171320_22565844_20171226_531256.jpg,2159,275,2466,322,date
/home/adam/Pictures/vat/201801/vat/3700171320_22565844_20171226_531256.jpg,1692,607,2052,793,amount_without_tax
/home/adam/Pictures/vat/201801/vat/3700171320_22565844_20171226_531256.jpg,2042,608,2202,792,tax_rate
/home/adam/Pictures/vat/201801/vat/3700171320_22565844_20171226_531256.jpg,2208,609,2519,790,tax_amount
/home/adam/Pictures/vat/201801/vat/3700171320_22565844_20171226_531256.jpg,1656,1026,2515,1214,amount_with_tax
/home/adam/Pictures/vat/201801/vat/3700171320_22565844_20171226_531256.jpg,511,1214,1535,1475,seller
/home/adam/Pictures/vat/201801/vat/3200173320_20556007_20180122_678344.jpg,386,105,818,173,code
/home/adam/Pictures/vat/201801/vat/3200173320_20556007_20180122_678344.jpg,96,601,722,749,goods
/home/adam/Pictures/vat/201801/vat/3200173320_20556007_20180122_678344.jpg,503,331,1535,609,buyer
/home/adam/Pictures/vat/201801/vat/3200173320_20556007_20180122_678344.jpg,1906,121,2186,190,number
/home/adam/Pictures/vat/201801/vat/3200173320_20556007_20180122_678344.jpg,2162,255,2480,300,date
/home/adam/Pictures/vat/201801/vat/3200173320_20556007_20180122_678344.jpg,1710,612,2050,758,amount_without_tax
/home/adam/Pictures/vat/201801/vat/3200173320_20556007_20180122_678344.jpg,2045,613,2207,760,tax_rate
/home/adam/Pictures/vat/201801/vat/3200173320_20556007_20180122_678344.jpg,2212,615,2521,759,tax_amount
/home/adam/Pictures/vat/201801/vat/3200173320_20556007_20180122_678344.jpg,1647,1035,2512,1205,amount_with_tax
/home/adam/Pictures/vat/201801/vat/3200173320_20556007_20180122_678344.jpg,1600,1233,2239,1275,check_code
/home/adam/Pictures/vat/201801/vat/3200173320_20556007_20180122_678344.jpg,499,1211,1525,1468,seller
/home/adam/Pictures/vat/201801/vat/4100172320_04996145_20171228_615908.jpg,410,120,838,185,code
/home/adam/Pictures/vat/201801/vat/4100172320_04996145_20171228_615908.jpg,432,298,1005,336,check_code
/home/adam/Pictures/vat/201801/vat/4100172320_04996145_20171228_615908.jpg,125,603,747,968,goods
/home/adam/Pictures/vat/201801/vat/4100172320_04996145_20171228_615908.jpg,529,338,1551,609,buyer
/home/adam/Pictures/vat/201801/vat/4100172320_04996145_20171228_615908.jpg,1925,131,2204,199,number
/home/adam/Pictures/vat/201801/vat/4100172320_04996145_20171228_615908.jpg,2167,276,2477,323,date
/home/adam/Pictures/vat/201801/vat/4100172320_04996145_20171228_615908.jpg,1708,609,2062,972,amount_without_tax
/home/adam/Pictures/vat/201801/vat/4100172320_04996145_20171228_615908.jpg,2052,610,2210,972,tax_rate
/home/adam/Pictures/vat/201801/vat/4100172320_04996145_20171228_615908.jpg,2214,611,2528,972,tax_amount
/home/adam/Pictures/vat/201801/vat/4100172320_04996145_20171228_615908.jpg,1669,1031,2526,1212,amount_with_tax
/home/adam/Pictures/vat/201801/vat/4100172320_04996145_20171228_615908.jpg,526,1217,1544,1475,seller
/home/adam/Pictures/vat/201801/vat/4400172320_51847000_20171227_186799.jpg,451,118,875,181,code
/home/adam/Pictures/vat/201801/vat/4400172320_51847000_20171227_186799.jpg,456,281,1030,318,check_code
/home/adam/Pictures/vat/201801/vat/4400172320_51847000_20171227_186799.jpg,153,599,780,762,goods
/home/adam/Pictures/vat/201801/vat/4400172320_51847000_20171227_186799.jpg,554,333,1586,606,buyer
/home/adam/Pictures/vat/201801/vat/4400172320_51847000_20171227_186799.jpg,1938,121,2217,186,number
/home/adam/Pictures/vat/201801/vat/4400172320_51847000_20171227_186799.jpg,2192,256,2493,303,date
/home/adam/Pictures/vat/201801/vat/4400172320_51847000_20171227_186799.jpg,1744,608,2097,761,amount_without_tax
/home/adam/Pictures/vat/201801/vat/4400172320_51847000_20171227_186799.jpg,2080,608,2250,764,tax_rate
/home/adam/Pictures/vat/201801/vat/4400172320_51847000_20171227_186799.jpg,2254,610,2566,764,tax_amount
/home/adam/Pictures/vat/201801/vat/4400172320_51847000_20171227_186799.jpg,1702,1028,2563,1194,amount_with_tax
/home/adam/Pictures/vat/201801/vat/4400172320_51847000_20171227_186799.jpg,550,1216,1578,1471,seller
/home/adam/Pictures/vat/201801/vat/5400171320_01346833_20180110_823628.jpg,365,124,796,192,code
/home/adam/Pictures/vat/201801/vat/5400171320_01346833_20180110_823628.jpg,353,292,930,332,check_code
/home/adam/Pictures/vat/201801/vat/5400171320_01346833_20180110_823628.jpg,463,342,1507,611,buyer
/home/adam/Pictures/vat/201801/vat/5400171320_01346833_20180110_823628.jpg,73,606,697,771,goods
/home/adam/Pictures/vat/201801/vat/5400171320_01346833_20180110_823628.jpg,1865,127,2142,194,number
/home/adam/Pictures/vat/201801/vat/5400171320_01346833_20180110_823628.jpg,2093,268,2402,316,date
/home/adam/Pictures/vat/201801/vat/5400171320_01346833_20180110_823628.jpg,1671,615,2022,772,amount_without_tax
/home/adam/Pictures/vat/201801/vat/5400171320_01346833_20180110_823628.jpg,2001,616,2170,774,tax_rate
/home/adam/Pictures/vat/201801/vat/5400171320_01346833_20180110_823628.jpg,2173,617,2487,775,tax_amount
/home/adam/Pictures/vat/201801/vat/5400171320_01346833_20180110_823628.jpg,1626,1033,2483,1201,amount_with_tax
/home/adam/Pictures/vat/201801/vat/5400171320_01346833_20180110_823628.jpg,460,1221,1502,1476,seller
/home/adam/Pictures/vat/201801/vat/2100172320_12526107_20171229_126304.jpg,387,116,823,182,code
/home/adam/Pictures/vat/201801/vat/2100172320_12526107_20171229_126304.jpg,379,281,957,321,check_code
/home/adam/Pictures/vat/201801/vat/2100172320_12526107_20171229_126304.jpg,491,331,1540,604,buyer
/home/adam/Pictures/vat/201801/vat/2100172320_12526107_20171229_126304.jpg,1910,112,2190,179,number
/home/adam/Pictures/vat/201801/vat/2100172320_12526107_20171229_126304.jpg,2128,250,2435,297,date
/home/adam/Pictures/vat/201801/vat/2100172320_12526107_20171229_126304.jpg,1732,1033,2521,1190,amount_with_tax
/home/adam/Pictures/vat/201801/vat/2100172320_12526107_20171229_126304.jpg,492,1210,1538,1468,seller
/home/adam/Pictures/vat/201801/vat/2100172320_12526107_20171229_126304.jpg,104,600,731,751,goods
/home/adam/Pictures/vat/201801/vat/2100172320_12526107_20171229_126304.jpg,2037,601,2198,746,tax_rate
/home/adam/Pictures/vat/201801/vat/2100172320_12526107_20171229_126304.jpg,2202,601,2524,746,tax_amount
/home/adam/Pictures/vat/201801/vat/2100172320_12526107_20171229_126304.jpg,1730,600,2055,746,amount_without_tax
/home/adam/Pictures/vat/201801/vat/3100173130_21131548_20171222.jpg,422,123,853,187,code
/home/adam/Pictures/vat/201801/vat/3100173130_21131548_20171222.jpg,535,341,1576,616,buyer
/home/adam/Pictures/vat/201801/vat/3100173130_21131548_20171222.jpg,1951,121,2318,192,number
/home/adam/Pictures/vat/201801/vat/3100173130_21131548_20171222.jpg,2165,268,2481,309,date
/home/adam/Pictures/vat/201801/vat/3100173130_21131548_20171222.jpg,1737,617,2087,767,amount_without_tax
/home/adam/Pictures/vat/201801/vat/3100173130_21131548_20171222.jpg,2073,618,2236,769,tax_rate
/home/adam/Pictures/vat/201801/vat/3100173130_21131548_20171222.jpg,2243,620,2554,769,tax_amount
/home/adam/Pictures/vat/201801/vat/3100173130_21131548_20171222.jpg,1691,1035,2550,1210,amount_with_tax
/home/adam/Pictures/vat/201801/vat/3100173130_21131548_20171222.jpg,530,1224,1570,1485,seller
/home/adam/Pictures/vat/201801/vat/3100173130_21131548_20171222.jpg,136,608,766,753,goods
/home/adam/Pictures/vat/201801/vat/1200172320_16591127_20171229_448799.jpg,380,115,810,178,code
/home/adam/Pictures/vat/201801/vat/1200172320_16591127_20171229_448799.jpg,372,293,953,333,check_code
/home/adam/Pictures/vat/201801/vat/1200172320_16591127_20171229_448799.jpg,492,332,1525,602,buyer
/home/adam/Pictures/vat/201801/vat/1200172320_16591127_20171229_448799.jpg,1899,130,2169,198,number
/home/adam/Pictures/vat/201801/vat/1200172320_16591127_20171229_448799.jpg,2113,278,2421,325,date
/home/adam/Pictures/vat/201801/vat/1200172320_16591127_20171229_448799.jpg,483,1210,1517,1472,seller
/home/adam/Pictures/vat/201801/vat/1200172320_16591127_20171229_448799.jpg,92,595,719,802,goods
/home/adam/Pictures/vat/201801/vat/1200172320_16591127_20171229_448799.jpg,1642,1030,2505,1208,amount_with_tax
/home/adam/Pictures/vat/201801/vat/1200172320_16591127_20171229_448799.jpg,2017,604,2194,773,tax_rate
/home/adam/Pictures/vat/201801/vat/1200172320_16591127_20171229_448799.jpg,2198,607,2506,775,tax_amount
/home/adam/Pictures/vat/201801/vat/1200172320_16591127_20171229_448799.jpg,1716,603,2037,774,amount_without_tax
/home/adam/Pictures/vat/201801/vat/3200172320_11950398_20180102_693033.jpg,403,116,838,183,code
/home/adam/Pictures/vat/201801/vat/3200172320_11950398_20180102_693033.jpg,399,280,971,327,check_code
/home/adam/Pictures/vat/201801/vat/3200172320_11950398_20180102_693033.jpg,115,602,740,769,goods
/home/adam/Pictures/vat/201801/vat/3200172320_11950398_20180102_693033.jpg,509,334,1555,608,buyer
